Character,Category,Hash40,String,Specific (Done: 82.34%),General (Done: 57.75%),English (Done: 44.91%),Comments
Fox,Movement,0xd0b71815b,jump_aerial_f,,,,
Fox,Movement,0x62abde441,jump_b,,,,
Fox,Movement,0xba358e95e,jump_b_mini,,,,
Fox,Movement,0x62dd02058,jump_f,,,,
Fox,Movement,0xb38c9ab48,jump_f_mini,,,,
Fox,Movement,0xad160bda8,jump_squat,,,,
Fox,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Fox,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Fox,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Fox,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Fox,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Fox,,0xdc81fdc09,landing_heavy,,,,
Fox,,0xdd934faa1,landing_light,,,,
Fox,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Fox,,0x4ce70d424,pass,,,,
Fox,,0x776effdcf,passive,,,,
Fox,,0x35076a4c0,run,,,,
Fox,,0xbe0831584,run_brake_l,skid,skid,Skid,
Fox,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Fox,Special Attacks,0x11c0a0c60e,special_air_n_end,,,Neutral Special,
Fox,Special Attacks,0x12fa41ef06,special_air_n_loop,,,Neutral Special,
Fox,Special Attacks,0x1331f32137,special_air_n_start,,,Neutral Special,
Fox,Special Attacks,0xd2b3a620b,special_air_s,,sideb,Side Special,
Fox,Special Attacks,0x1158d0953d,special_air_s_end,,sideb,Side Special,
Fox,Special Attacks,0x1337fadc39,special_air_s_start,,sideb,Side Special,
Fox,Special Attacks,0xa28f17495,special_hi,,,Up Special,
Fox,Special Attacks,0x1377375397,special_hi_hold_air,,,Up Special,
Fox,Special Attacks,0xd20cd6527,special_n_end,,,Neutral Special,
Fox,Special Attacks,0xeb8131ac9,special_n_loop,,,Neutral Special,
Fox,Special Attacks,0xf3a6aace3,special_n_start,,,Neutral Special,
Fox,Special Attacks,0x976c3b29b,special_s,,,Side Special,
Fox,Special Attacks,0xdb8bd3614,special_s_end,,,Side Special,
Fox,Special Attacks,0x11bf9ca033,special_s_landing,,,Side Special,
Fox,Special Attacks,0xf3c6351ed,special_s_start,,,Side Special,
Fox,,0x5d267ef83,squat,,,,
Fox,,0x8d58dc131,squat_rv,,,,
Fox,,0xaa60712ea,squat_wait,,,,
Fox,Grabs,0x749f709a8,throw_f,fthrow,throw,Forward Throw,
Fox,Grabs,0x8a0abc72c,throw_hi,uthrow,throw,Up Throw,
Fox,Grabs,0x83ec83f4b,throw_lw,dthrow,throw,Down Throw,
Fox,,0x420201547,turn,,,,
Fox,,0x9e696ecad,turn_dash,,,,
Fox,,0x8afd9b84f,turn_run,,,,
Fox,,0xecbdbc635,turn_run_brake,skid,skid,Skid,
Fox,,0x47dee83e5,wait,idle,idle,Idle,
Fox,,0x6e395aa39,wait_2,idle,idle,Idle,
Fox,,0x694929aaf,wait_3,idle,idle,Idle,
Fox,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Fox,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Fox,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Fox,,0xbca3f3207,wall_damage,,,,
Ganondorf,,0x118b87d5b5,(unknown),,,,
Ganondorf,,0xbff07713b,(unknown),,,,
Ganondorf,,0xe61027990,(unknown),,,,
Ganondorf,,0x112f7cb4d1,(unknown),,,,
Ganondorf,,0xebd6af51d,(unknown),,,,
Ganondorf,,0x93adf9e2e,(unknown),,,,
Ganondorf,,0x1160574c75,(unknown),,,,
Ganondorf,,0xc3ce6adce,(unknown),,,,
Ganondorf,,0x1237aa75f7,(unknown),,,,
Ganondorf,,0x9863fc281,(unknown),,,,
Ganondorf,,0xad467865a,(unknown),,,,
Ganondorf,,0xc158f6721,(unknown),,,,
Ganondorf,,0x1871708dc0,(unknown),,,,
Ganondorf,,0xb95b751c9,(unknown),,,,
Ganondorf,,0x18a0424c30,(unknown),,,,
Ganondorf,,0x9a4bcacc5,(unknown),,,,
Ganondorf,,0xf3d52f506,(unknown),,,,
Ganondorf,,0x11128e840f,(unknown),,,,
Ganondorf,,0x11fe34b412,(unknown),,,,
Ganondorf,,0xcff952a23,(unknown),,,,
Ganondorf,,0xbd4dbe63a,(unknown),,,,
Ganondorf,,0x1117c77017,(unknown),,,,
Ganondorf,,0x11b11f4cb6,(unknown),,,,
Ganondorf,,0xb319a8b44,(unknown),,,,
Ganondorf,,0x11c48e6de3,(unknown),,,,
Ganondorf,,0x13bf0666ca,(unknown),,,,
Ganondorf,,0xbbe6bc6c8,(unknown),,,,
Ganondorf,,0xca8fd5eb1,(unknown),,,,
Ganondorf,,0xf3a3f311f,(unknown),,,,
Ganondorf,,0xe0bb25962,(unknown),,,,
Ganondorf,,0x882d73137,(unknown),,,,
Ganondorf,,0xc8a426770,(unknown),,,,
Ganondorf,,0xeeeb3d60d,(unknown),,,,
Ganondorf,,0xa72140950,(unknown),,,,
Ganondorf,,0xf1510b3ac,(unknown),,,,
Ganondorf,,0xa881b3433,(unknown),,,,
Ganondorf,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Ganondorf,Aerial Attacks,0xc33f869bc,attack_air_b,abair,bair,Back Air,
Ganondorf,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Ganondorf,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Ganondorf,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Ganondorf,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Ganondorf,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Ganondorf,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Ganondorf,Ground Attacks,0xa5598d745,attack_hi4,,usmash,Up Smash,
Ganondorf,Ground Attacks,0xf5db36b5c,attack_hi4_hold,charge_usmash,usmash,Up Smash,
Ganondorf,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Ganondorf,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Ganondorf,Ground Attacks,0xfee188235,attack_lw4_hold,charge_dsmash,dsmash,Down Smash,
Ganondorf,Ground Attacks,0xb7dd72b57,attack_s3_s,fftilt,ftilt,Forward Tilt,
Ganondorf,Ground Attacks,0xea274b695,attack_s4_hold,charge_fsmash,fsmash,Forward Smash,
Ganondorf,Ground Attacks,0xb78983dd2,attack_s4_s,fsmash,fsmash,Forward Smash,
Ganondorf,Grabs,0x5c56b7b64,catch,,,Grab,
Ganondorf,Grabs,0xc0f9e0724,catch_attack,,,Grab,
Ganondorf,Grabs,0x97c7ceeb1,catch_cut,,grab_release,Grab Release,
Ganondorf,Grabs,0xae4c85cc1,catch_dash,,,Grab,
Ganondorf,Grabs,0xaeaab5d22,catch_pull,,,Grab,
Ganondorf,Grabs,0xa02480224,catch_wait,,,Grab,
Ganondorf,Grabs,0x159b5e6b33,catched_air_end_ganon,,,Grab,
Ganondorf,Grabs,0x169e707747,catched_air_fall_ganon,,,Grab,
Ganondorf,Grabs,0x11ee0b6d39,catched_air_ganon,,,Grab,
Ganondorf,Grabs,0xd24aef7e6,catched_ganon,,,Grab,
Ganondorf,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Ganondorf,Ledge,0xb99d9746c,cliff_catch,,,,
Ganondorf,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Ganondorf,,0xb0758bf57,clung_ganon,,,,
Ganondorf,Disadvantage,0xc8956a9ee,damage_air_1,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xb29add323,damage_elec,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Ganondorf,Disadvantage,0x11ca458285,damage_fly_meteor,spiked,hitstun,Spiked,
Ganondorf,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xbe4c9760e,damage_hi_2,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xbe41a3e99,damage_lw_1,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xb7d136f23,damage_lw_2,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xa764185ba,damage_n_2,,hitstun,Hitstun,
Ganondorf,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Ganondorf,,0x49b6edd00,dash,,,,
Ganondorf,,0xd6efe0514,down_attack_u,,,,
Ganondorf,,0xcc24d7e43,down_bound_u,,,,
Ganondorf,,0x625e8b08e,escape,,,,
Ganondorf,,0xae47033ba,escape_air,,,,
Ganondorf,,0x1060d3285b,escape_air_slide,,,,
Ganondorf,,0x8b12770b1,escape_b,,,,
Ganondorf,,0x8b64ab4a8,escape_f,,,,
Ganondorf,,0x4fb50df0c,fall,,,,
Ganondorf,,0xb29e5172c,fall_aerial,,,,
Ganondorf,,0xba547290c,fall_damage,,,,
Ganondorf,,0xc016dd1c6,fall_special,,,,
Ganondorf,,0xc692cfb94,guard_damage,,,,
Ganondorf,,0x97ab1c684,guard_off,,,,
Ganondorf,,0x8da2dd4f9,guard_on,,,,
Ganondorf,,0x7fb997a80,invalid,,,,
Ganondorf,Movement,0xd0c1c4542,jump_aerial_b,,,,
Ganondorf,Movement,0xd0b71815b,jump_aerial_f,,,,
Ganondorf,Movement,0x62abde441,jump_b,,,,
Ganondorf,Movement,0xba358e95e,jump_b_mini,,,,
Ganondorf,Movement,0x62dd02058,jump_f,,,,
Ganondorf,Movement,0xb38c9ab48,jump_f_mini,,,,
Ganondorf,Movement,0xad160bda8,jump_squat,,,,
Ganondorf,,0xfefe225e5,just_shield_off,,,,
Ganondorf,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Ganondorf,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Ganondorf,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Ganondorf,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Ganondorf,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Ganondorf,,0x1447a7e8cc,landing_fall_special,,,,
Ganondorf,,0xdc81fdc09,landing_heavy,,,,
Ganondorf,,0xdd934faa1,landing_light,,,,
Ganondorf,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Ganondorf,,0x4ce70d424,pass,,,,
Ganondorf,,0x776effdcf,passive,,,,
Ganondorf,,0x7dd8e0a3e,rebound,,,,
Ganondorf,,0x35076a4c0,run,,,,
Ganondorf,,0xbe0831584,run_brake_l,skid,skid,Skid,
Ganondorf,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Ganondorf,Special Attacks,0xed8a31e01,special_air_hi,,upb,Up Special,
Ganondorf,Special Attacks,0xe46c0e666,special_air_lw,,downb,Down Special,
Ganondorf,Special Attacks,0x12aaf01d6d,special_air_lw_end,,downb,Down Special,
Ganondorf,Special Attacks,0x160e0615b7,special_air_lw_end_air,,downb,Down Special,
Ganondorf,Special Attacks,0xd483c0ed2,special_air_n,,,Neutral Special,
Ganondorf,Special Attacks,0xd2b3a620b,special_air_s,,sideb,Side Special,
Ganondorf,Special Attacks,0x136de8f2d2,special_air_s_catch,,sideb,Side Special,
Ganondorf,Special Attacks,0x121f063ca1,special_air_s_fall,,sideb,Side Special,
Ganondorf,Special Attacks,0x1337fadc39,special_air_s_start,,sideb,Side Special,
Ganondorf,Special Attacks,0xa28f17495,special_hi,,,Up Special,
Ganondorf,Special Attacks,0x10062e309d,special_hi_catch,,,Up Special,
Ganondorf,Special Attacks,0x108cd60ace,special_hi_throw,,,Up Special,
Ganondorf,Special Attacks,0xab6928cf2,special_lw,,,Down Special,
Ganondorf,Special Attacks,0xee8a2e8a2,special_lw_end,,,Down Special,
Ganondorf,Special Attacks,0x12837845b6,special_lw_end_air,,,Down Special,
Ganondorf,Special Attacks,0x915c5de42,special_n,,,Neutral Special,
Ganondorf,Special Attacks,0x976c3b29b,special_s,,,Side Special,
Ganondorf,Special Attacks,0xf3c6351ed,special_s_start,,,Side Special,
Ganondorf,,0x5d267ef83,squat,,,,
Ganondorf,,0x8d58dc131,squat_rv,,,,
Ganondorf,,0xaa60712ea,squat_wait,,,,
Ganondorf,Grabs,0x74e9acdb1,throw_b,bthrow,throw,Back Throw,
Ganondorf,Grabs,0x749f709a8,throw_f,fthrow,throw,Forward Throw,
Ganondorf,Grabs,0x83ec83f4b,throw_lw,dthrow,throw,Down Throw,
Ganondorf,,0x885baf52e,thrown_f,,,,
Ganondorf,,0x93adf54a2,thrown_lw,,,,
Ganondorf,,0x420201547,turn,,,,
Ganondorf,,0x9e696ecad,turn_dash,,,,
Ganondorf,,0x8afd9b84f,turn_run,,,,
Ganondorf,,0xecbdbc635,turn_run_brake,skid,skid,Skid,
Ganondorf,,0x47dee83e5,wait,idle,idle,Idle,
Ganondorf,,0xcfc347ab8,walk_brake_r,,,,
Ganondorf,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Ganondorf,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Ganondorf,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Ganondorf,,0xbca3f3207,wall_damage,,,,
Greninja,,0x118b87d5b5,(unknown),,,,
Greninja,,0xc3ce6adce,(unknown),,,,
Greninja,,0x1160574c75,(unknown),,,,
Greninja,,0xe61027990,(unknown),,,,
Greninja,,0x882d73137,(unknown),,,,
Greninja,,0xeeeb3d60d,(unknown),,,,
Greninja,,0xebd6af51d,(unknown),,,,
Greninja,,0xa72140950,(unknown),,,,
Greninja,,0x112f7cb4d1,(unknown),,,,
Greninja,,0x9a4bcacc5,(unknown),,,,
Greninja,,0xa881b3433,(unknown),,,,
Greninja,,0x1871708dc0,(unknown),,,,
Greninja,,0x19fe9b54db,(unknown),,,,
Greninja,,0x7ff5db516,(unknown),,,,
Greninja,,0xf1510b3ac,(unknown),,,,
Greninja,,0x13bf0666ca,(unknown),,,,
Greninja,,0xf3a3f311f,(unknown),,,,
Greninja,,0x11b11f4cb6,(unknown),,,,
Greninja,,0xf3d52f506,(unknown),,,,
Greninja,,0x1237aa75f7,(unknown),,,,
Greninja,,0x11128e840f,(unknown),,,,
Greninja,,0xb95b751c9,(unknown),,,,
Greninja,,0x11c48e6de3,(unknown),,,,
Greninja,,0x7f830710f,(unknown),,,,
Greninja,,0x11fe34b412,(unknown),,,,
Greninja,,0xf3e52a961,(unknown),,,,
Greninja,,0xca8fd5eb1,(unknown),,,,
Greninja,,0xbff07713b,(unknown),,,,
Greninja,Ground Attacks,0xa5ae1e07e,attack_100,,jab,Jab,
Greninja,Ground Attacks,0xea34e5703,attack_100_end,,jab,Jab,
Greninja,Ground Attacks,0x1003559f46,attack_100_start,,jab,Jab,
Greninja,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Greninja,Ground Attacks,0x9055b74c4,attack_12,,jab,Jab,
Greninja,Aerial Attacks,0xc33f869bc,attack_air_b,abair,bair,Back Air,
Greninja,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Greninja,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Greninja,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Greninja,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Greninja,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Greninja,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Greninja,Ground Attacks,0xa5598d745,attack_hi4,,usmash,Up Smash,
Greninja,Ground Attacks,0xf5db36b5c,attack_hi4_hold,charge_usmash,usmash,Up Smash,
Greninja,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Greninja,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Greninja,Ground Attacks,0xfee188235,attack_lw4_hold,charge_dsmash,dsmash,Down Smash,
Greninja,Ground Attacks,0xcba28ee97,attack_s3_hi,uftilt,ftilt,Forward Tilt,
Greninja,Ground Attacks,0xc244b16f0,attack_s3_lw,dftilt,ftilt,Forward Tilt,
Greninja,Ground Attacks,0xb7dd72b57,attack_s3_s,fftilt,ftilt,Forward Tilt,
Greninja,Ground Attacks,0xea274b695,attack_s4_hold,charge_fsmash,fsmash,Forward Smash,
Greninja,Ground Attacks,0xb78983dd2,attack_s4_s,fsmash,fsmash,Forward Smash,
Greninja,Grabs,0x5c56b7b64,catch,,,Grab,
Greninja,Grabs,0xc0f9e0724,catch_attack,,,Grab,
Greninja,Grabs,0xae4c85cc1,catch_dash,,,Grab,
Greninja,Grabs,0xaeaab5d22,catch_pull,,,Grab,
Greninja,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Greninja,Ledge,0xb99d9746c,cliff_catch,,,,
Greninja,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Greninja,Disadvantage,0xc8956a9ee,damage_air_1,,hitstun,Hitstun,
Greninja,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Greninja,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Greninja,Disadvantage,0xb29add323,damage_elec,,hitstun,Hitstun,
Greninja,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Greninja,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Greninja,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Greninja,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Greninja,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Greninja,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Greninja,Disadvantage,0xbe4c9760e,damage_hi_2,,hitstun,Hitstun,
Greninja,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Greninja,Disadvantage,0xbe41a3e99,damage_lw_1,,hitstun,Hitstun,
Greninja,Disadvantage,0xb7d136f23,damage_lw_2,,hitstun,Hitstun,
Greninja,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Greninja,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Greninja,Disadvantage,0xa764185ba,damage_n_2,,hitstun,Hitstun,
Greninja,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Greninja,,0x49b6edd00,dash,,,,
Greninja,,0xd6efe0514,down_attack_u,,,,
Greninja,,0xcc24d7e43,down_bound_u,,,,
Greninja,,0x625e8b08e,escape,,,,
Greninja,,0xae47033ba,escape_air,,,,
Greninja,,0x1060d3285b,escape_air_slide,,,,
Greninja,,0x8b12770b1,escape_b,,,,
Greninja,,0x8b64ab4a8,escape_f,,,,
Greninja,,0x4fb50df0c,fall,,,,
Greninja,,0xb29e5172c,fall_aerial,,,,
Greninja,,0xba547290c,fall_damage,,,,
Greninja,,0xc692cfb94,guard_damage,,,,
Greninja,,0x97ab1c684,guard_off,,,,
Greninja,,0x8da2dd4f9,guard_on,,,,
Greninja,Movement,0xd0c1c4542,jump_aerial_b,,,,
Greninja,Movement,0xd0b71815b,jump_aerial_f,,,,
Greninja,Movement,0x62abde441,jump_b,,,,
Greninja,Movement,0xba358e95e,jump_b_mini,,,,
Greninja,Movement,0x62dd02058,jump_f,,,,
Greninja,Movement,0xb38c9ab48,jump_f_mini,,,,
Greninja,Movement,0xad160bda8,jump_squat,,,,
Greninja,,0xfefe225e5,just_shield_off,,,,
Greninja,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Greninja,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Greninja,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Greninja,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Greninja,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Greninja,,0x1447a7e8cc,landing_fall_special,,,,
Greninja,,0xdc81fdc09,landing_heavy,,,,
Greninja,,0xdd934faa1,landing_light,,,,
Greninja,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Greninja,,0x4ce70d424,pass,,,,
Greninja,,0x776effdcf,passive,,,,
Greninja,,0x7dd8e0a3e,rebound,,,,
Greninja,,0x35076a4c0,run,,,,
Greninja,,0xbe0831584,run_brake_l,skid,skid,Skid,
Greninja,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Greninja,Special Attacks,0xed8a31e01,special_air_hi,,upb,Up Special,
Greninja,Special Attacks,0x12eeb17698,special_air_hi_end,,upb,Up Special,
Greninja,Special Attacks,0x14dd899136,special_air_hi_start,,upb,Up Special,
Greninja,Special Attacks,0xe46c0e666,special_air_lw,,downb,Down Special,
Greninja,Special Attacks,0x15c1e2a4c2,special_air_lw_attack,,downb,Down Special,
Greninja,Special Attacks,0x12aaf01d6d,special_air_lw_end,,downb,Down Special,
Greninja,Special Attacks,0x1244d4ffef,special_air_n_hold,,,Neutral Special,
Greninja,Special Attacks,0x16590fd489,special_air_n_max_shot,,,Neutral Special,
Greninja,Special Attacks,0x12f0197a53,special_air_n_shot,,,Neutral Special,
Greninja,Special Attacks,0x1331f32137,special_air_n_start,,,Neutral Special,
Greninja,Special Attacks,0x16f908d40f,special_air_s_attack_b,,sideb,Side Special,
Greninja,Special Attacks,0x16fe651016,special_air_s_attack_f,,sideb,Side Special,
Greninja,Special Attacks,0x1335cb24b5,special_air_s_end_b,,sideb,Side Special,
Greninja,Special Attacks,0x1332a6e0ac,special_air_s_end_f,,sideb,Side Special,
Greninja,Special Attacks,0x16e8a29398,special_hi_wall_damage,,,Up Special,
Greninja,Special Attacks,0xab6928cf2,special_lw,,,Down Special,
Greninja,Special Attacks,0x11b7bf50dd,special_lw_attack,,,Down Special,
Greninja,Special Attacks,0xeb28cfd52,special_lw_hit,,,Down Special,
Greninja,Special Attacks,0xe06860a20,special_n_hold,,,Neutral Special,
Greninja,Special Attacks,0x12d4718488,special_n_max_shot,,,Neutral Special,
Greninja,Special Attacks,0xeb24b8f9c,special_n_shot,,,Neutral Special,
Greninja,Special Attacks,0xf3a6aace3,special_n_start,,,Neutral Special,
Greninja,Special Attacks,0x976c3b29b,special_s,,,Side Special,
Greninja,Special Attacks,0x127476840e,special_s_attack_b,,,Side Special,
Greninja,Special Attacks,0x12731b4017,special_s_attack_f,,,Side Special,
Greninja,Special Attacks,0xf393f6d78,special_s_end_f,,,Side Special,
Greninja,,0x5d267ef83,squat,,,,
Greninja,,0x8d58dc131,squat_rv,,,,
Greninja,,0xaa60712ea,squat_wait,,,,
Greninja,Grabs,0x74e9acdb1,throw_b,bthrow,throw,Back Throw,
Greninja,Grabs,0x749f709a8,throw_f,fthrow,throw,Forward Throw,
Greninja,Grabs,0x8a0abc72c,throw_hi,uthrow,throw,Up Throw,
Greninja,Grabs,0x83ec83f4b,throw_lw,dthrow,throw,Down Throw,
Greninja,,0x885baf52e,thrown_f,,,,
Greninja,,0x93adf54a2,thrown_lw,,,,
Greninja,,0x420201547,turn,,,,
Greninja,,0x9e696ecad,turn_dash,,,,
Greninja,,0x8afd9b84f,turn_run,,,,
Greninja,,0xecbdbc635,turn_run_brake,skid,skid,Skid,
Greninja,,0x47dee83e5,wait,idle,idle,Idle,
Greninja,,0x6e395aa39,wait_2,idle,idle,Idle,
Greninja,,0x694929aaf,wait_3,idle,idle,Idle,
Greninja,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Greninja,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Greninja,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Greninja,,0xbca3f3207,wall_damage,,,,
Hero,,0x11b11f4cb6,(unknown),,,,
Hero,,0xc8dd7be6b,(unknown),,,,
Hero,,0x13bf0666ca,(unknown),,,,
Hero,,0x9a4bcacc5,(unknown),,,,
Hero,,0x882d73137,(unknown),,,,
Hero,,0xd812c7b1b,(unknown),,,,
Hero,,0xe61027990,(unknown),,,,
Hero,,0xca8fd5eb1,(unknown),,,,
Hero,,0xf3d52f506,(unknown),,,,
Hero,,0x1160574c75,(unknown),,,,
Hero,,0x11128e840f,(unknown),,,,
Hero,,0x118b87d5b5,(unknown),,,,
Hero,,0x11c48e6de3,(unknown),,,,
Hero,,0x112f7cb4d1,(unknown),,,,
Hero,,0x11fe34b412,(unknown),,,,
Hero,,0xa72140950,(unknown),,,,
Hero,,0x1237aa75f7,(unknown),,,,
Hero,,0xa881b3433,(unknown),,,,
Hero,,0xad467865a,(unknown),,,,
Hero,,0x1087b98b18,(unknown),,,,
Hero,,0xbbe6bc6c8,(unknown),,,,
Hero,,0xe0bb25962,(unknown),,,,
Hero,,0xb53156a7c,(unknown),,,,
Hero,,0xcfad08efd,(unknown),,,,
Hero,,0xb319a8b44,(unknown),,,,
Hero,,0x10429ab9f7,(unknown),,,,
Hero,,0x9e9259b47,(unknown),,,,
Hero,,0x10ac94d8db,(unknown),,,,
Hero,,0xc14deefd1,(unknown),,,,
Hero,,0xbd4dbe63a,(unknown),,,,
Hero,,0x10359d8961,(unknown),,,,
Hero,,0xe49975b4e,(unknown),,,,
Hero,,0xf8c14990b,(unknown),,,,
Hero,,0xeeeb3d60d,(unknown),,,,
Hero,,0x104f3408fc,(unknown),,,,
Hero,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Hero,Ground Attacks,0x9055b74c4,attack_12,,jab,Jab,
Hero,Ground Attacks,0x9725c4452,attack_13,,jab,Jab,
Hero,Aerial Attacks,0xc33f869bc,attack_air_b,abair,bair,Back Air,
Hero,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Hero,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Hero,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Hero,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Hero,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Hero,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Hero,Ground Attacks,0xa5598d745,attack_hi4,,usmash,Up Smash,
Hero,Ground Attacks,0xf5db36b5c,attack_hi4_hold,charge_usmash,usmash,Up Smash,
Hero,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Hero,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Hero,Ground Attacks,0xfee188235,attack_lw4_hold,charge_dsmash,dsmash,Down Smash,
Hero,Ground Attacks,0xb7dd72b57,attack_s3_s,fftilt,ftilt,Forward Tilt,
Hero,Ground Attacks,0xcefa7ad71,attack_s3_s2,fftilt2,ftilt,Forward Tilt,
